codigo_inep,escola
25029541,INSTITUTO JOAO SIQUEIRA DE FIGUEIREDO
23026570,INSTITUTO KAIROS
43162690,INSTITUTO LAURA VICUNA
43125514,INSTITUTO LIVRAMENTO
33170096,INSTITUTO MAIA VINAGRE FUNDAMENTAL
33054851,INSTITUTO MARIA TOMASIA LTDA
31377627,INSTITUTO MARIO BRAGANCA
35155871,INSTITUTO MAXIMO DE EDUCACAO
31359831,INSTITUTO MENINADA CRESCER
33060371,INSTITUTO MENINO JESUS DE COMENDADOR SOARES
25087193,INSTITUTO MODERNO
25090631,INSTITUTO MON SERRAT
35257916,INSTITUTO MONITOR LTDA
22081615,INSTITUTO MONSENHOR HIPOLITO
31133621,INSTITUTO MONTESSORI
35198870,INSTITUTO NACIONAL DE EDUCACAO A DISTANCIA - INED
41028945,INSTITUTO NOSSA SENHORA AUXILIADORA
33049505,INSTITUTO NOSSA SENHORA DA GLORIA
33174881,INSTITUTO NOSSA SENHORA DA GLORIA RIO DAS OSTRAS - UNIDADE IV
33104247,INSTITUTO NOSSA SENHORA DA PIEDADE II
25099868,INSTITUTO NOSSA SENHORA DE FATIMA LTDA
33041148,INSTITUTO NOSSA SENHORA DE LOURDES
33161860,INSTITUTO NOVA VIDA DE EDUCACAO E CULTURA
33159629,INSTITUTO PAULO APOSTOLO
31241776,INSTITUTO PERFIL DE EDUCACAO
31304981,INSTITUTO PIAGET DE ENSINO
33069565,INSTITUTO PIO XI
24055654,INSTITUTO PIO XII
33183970,INSTITUTO PRESBITERIANO DE ENSINO LTDA
52053261,INSTITUTO PRESBITERIANO SAMUEL GRAHAM
43176364,INSTITUTO PRO-UNIVERSIDADE CANOENSE - IPUC
33451222,INSTITUTO RAPOSO SILVA
24059340,INSTITUTO REIS MAGOS
43139558,INSTITUTO RIO BRANCO
35440322,INSTITUTO SABER
43107559,INSTITUTO SANTA LUZIA
24003646,INSTITUTO SANTA MARIA GORETTI
26120968,INSTITUTO SANTA MARIA MAZZARELLO
33125554,INSTITUTO SANTA ROSA LTDA - ME
15058794,INSTITUTO SANTA TERESINHA
26135465,INSTITUTO SANTA TEREZA
26121182,INSTITUTO SANTA TEREZINHA
22138544,INSTITUTO SANTO AGOSTINHO
26095882,INSTITUTO SANTO INACIO DE LOIOLA
43060315,INSTITUTO SAO FRANCISCO CORACAO DE MARIA
43107451,INSTITUTO SAO FRANCISCO SANTA FAMILIA
33031649,INSTITUTO SAO JOSE
26179350,INSTITUTO SAO LUIZ
22146040,INSTITUTO SAPERE AUDE
14007274,INSTITUTO SION
29422264,INSTITUTO SOCIAL OBJETIVO
29199603,INSTITUTO SOCIAL PINDORAMA
33078521,INSTITUTO TAMANDARE
42152186,INSTITUTO TECNOLOGICO ASSESSORITEC
42295262,INSTITUTO TECNOLOGICO ASSESSORITEC
17056942,INSTITUTO TOCANTINENSE DE EDUCACAO SUPERIOR E PESQUISA LTDA
22143033,INSTITUTO XAVIER
41063570,INTEGRACAO CEI EF M
41552059,INTEGRACAO CEI EF M
25098314,INTEGRACAO CENTRO DE ENSINO LTDA
35810794,INTEGRACAO COLEGIO
35163326,INTEGRACAO COLEGIO
35151130,INTEGRACAO COLEGIO UNIDADE II
35154258,INTEGRADA EDUCATIVA ESCOLA
35144885,INTEGRADA RUI BARBOSA ESCOLA
35173708,INTEGRADO COLEGIO
35166169,INTEGRADO COLEGIO
35112276,INTEGRADO COLEGIO
35428796,INTEGRADO COLEGIO DE ENSINO MEDIO
41015673,INTEGRADO COLEGIO E FACULDADE CAMPO MOURAOPR
35138733,INTEGRADO DE BRAGANCA PAULISTA COLEGIO
35124345,INTEGRADO DE IBIUNA UNIDADE ESCOLAR DE ENSINO
35140673,INTEGRADO DE MOGI GUACU COLEGIO
35140144,INTEGRADO DE OSASCO COLEGIO ENSINO FUNDAMENTAL E MEDIO
41022440,INTEGRADO JEAN PIAGET CEI EF M
35439149,INTEGRADO SER COLEGIO
35140685,INTEGRAL APLICADO COLEGIO
35138800,INTEGRAL APLICADO COLEGIO
41150996,INTEGRAL CEM
41129881,INTEGRAL COL - EDUC INF EF-EM
35126949,INTEGRAL COLEGIO
23071346,INTEGRAL COLEGIO
41156781,INTEGRAL DE TOLEDO CEM
41159446,INTEGRAL MARECHAL CEF M
24064068,INTELECTUAL COLEGIO E CURSO
35501918,INTELECTUS RIO PRETO COLEGIO
25131036,INTENSIVO SERVICOS EDUCACIONAIS EIRELI
25130510,INTENSIVO SISTEMA DE ENSINO EIRELI
25125958,INTERABESSA COLEGIO E CURSO LTDA ME
41144490,INTERACAO C - EI EF M PROFIS
35117500,INTERACAO DE MARILIA COLEGIO
33195420,INTERACAO EDUCACIONAL LTDA
35172509,INTERACAO MODELO COLEGIO
33170371,INTERACTIVO COLEGIO E CURSOS
25092901,INTERACTIVO CRISTO COLEGIO E CURSOS EIRELI ME
25125966,INTERAGINDO SISTEMA DE ENSINO LTDA
41358708,INTERATIVA CEI EF M
35174348,INTERATIVO ARARAQUARA CURSO E COLEGIO
35115459,INTERATIVO COLEGIO UNIDADE I
35165116,INTERATIVO CURSO E COLEGIO
35142682,INTERESCOLAR OBJETIVO UNIDADE GRANJA VIANA CENTRO
35175614,INTERNACIONAL DE ALPHAVILLE ESCOLA
35106367,INTERNACIONAL ITALO BRASILEIRO COLEGIO
26172852,INVEST CENTRO EDUCACIONAL
35507124,IPE AMARELO CENTRO EDUCACIONAL
35007795,IPE CENTRO EDUCACIONAL
35192077,IPE DE ASSIS COLEGIO UNID II
35441922,IPE GRUPO EDUCACIONAL CARLOS CLEMENTE
41570944,IPEC CEI EFM
25098080,IPI INSTITUTO PARAIBANO INFANTIL LTDA
35118000,IRENE BARGIERI COLEGIO
23246790,IRLANE FERNANDES CENTRO DE EDUCACAO
35142815,IRUM CURUMIM ESCOLA DE EDUCACAO BASICA IRUM CURUMIM
35139774,ISAAC NEWTON ESCOLA
35168828,ISAAC NEWTON ESCOLA UNIDADE II
35140880,ISAAC NEWTON SIR COLEGIO
33194270,ISEM INSTITUTO SILOE DE ENSINO MODERNO
33155259,ISJB - COLEGIO SALESIANO REGIAO OCEANICA
25129899,ISO COLEGIO E CURSOS
25133748,ISO COLEGIO E CURSOS - UNIDADE SUL
41399820,ISULPAR CEM
35144186,ITACA COLEGIO
35141537,ITAMARATI COLEGIO
35106434,ITAPETININGA COOPERATIVA DE ENSINO DE
35432210,ITAPETININGA INSTITUTO UNIVERSITARIO DE
35159141,ITAPETININGA SISTEMA EDUCACIONAL DE ENSINO DE
35175031,ITAPEVA INSTITUTO EDUCACIONAL EEB
35150289,ITAQUA COLEGIO
35161317,ITAQUERA COLEGIO
35123080,JAIME KRATZ INSTITUTO EDUCACIONAL
35152812,JANDYRA ANTUNES ROSA PROFESSORA COLEGIO
35365592,JARDIM ARICANDUVA COLEGIO
35151282,JARDIM DAS NACOES COLEGIO
35140740,JARDIM DAS ORQUIDEAS CENTRO EDUCACIONAL
33123187,JARDIM ESCOLA BARCELOS DE SANTA CRUZ LTDA
35142311,JARDIM ESCOLA CASINHA DO SABER EXTERNATO ELVIRA RAMOS
33478210,JARDIM ESCOLA LAPIS VERMELHO COLEGIO NOVA DIMENSAO
33132810,JARDIM ESCOLA PEDACINHO DO CEU
33130418,JARDIM ESCOLA POPI LTDA - COL CELIO RODRIGUES
33212600,JARDIM ESCOLA RAIO DE SOL
35100432,JARDIM SAO PAULO COLEGIO
35119982,JARDIM SAO PAULO UNIDADE TREMEMBE COLEGIO
35194700,JARDIN S COLEGIO
33120510,JD DE INF TOCA DO COELHO ALEGRE
33116636,JD ESC ANTONIO RIBEIRO FEITOSA LTDA
33116490,JD ESC BONS AMIGOS
33101469,JD ESC MARIA FUMACA LTDA CENTRO EDUC RENASCER
33073783,JD ESC MONTE SINAI
33060568,JD ESC RECANTO DO SABER
33069697,JD ESC SOLDADINHO DE CHUMBO
33054118,JD ESC SONHO DA TIA REGINA
33110093,JD ESC URSINHOS CARINHOSOS
33132690,JD ESCOLA ESTRELINHA MAGICA - INST GENARIA VIANA
35452543,JEAN JACQUES ROUSSEAU COLEGIO
35121253,JEAN PIAGET COLEGIO
35105824,JEAN PIAGET COLEGIO
35172625,JEAN PIAGET COLEGIO
35154295,JEAN PIAGET UNIDADE II EEPG
24053554,JELM COLEGIO E CURSOS LTDA
24067911,JFC - EXPANSIVO COLEGIO E CURSO
28031970,JFGG E CIA LTDA
33187959,JGFLORENCIO SISTEMA DE ENSINO EIRELI - CENTRO EDUCACIONAL SILVA FLORENCIO
21617660,JI ROSA MENINA E COLEGIO SANTO EXPEDITO
33121613,JI TIA MONICA-CT EDUC VASCONCELOS DANTAS
23187867,JIM WILLSON COLEGIO
23211237,JOAO BATISTA COLEGIO
35116464,JOAO DE MELLO MACEDO COLEGIO
35429168,JOAO FRIAZA COLEGIO
25153811,JOAO MACHADO COLEGIO E CURSO
25154001,JOAO MACHADO COLEGIO E CURSO BESSA
35131738,JOAO PAULO I COLEGIO
43216684,JOAO PAULO I PRAIA DE BELAS
35466232,JOAO PAULO II ESCOLA
35105387,JOAO PAULO MAGNANE DE SOUZA CENTRO EDUCACIONAL
35102040,JOAO XXIII ESCOLA
35165670,JOAQUIM MARIA MACHADO DE ASSIS COLEGIO
35115873,JOHN FITZGERALD KENNEDY ESCOLA EIEFM
35113943,JOHN KENNEDY COLEGIO
35124813,JOSE BONIFACIO CENTRO ALTERNATIVO DE EDUCACAO
35132871,JOSE CESARIO PIMENTEL ESCOLA MODELO DE ENSINO FUND E MEDIO
35141057,JOSE NUNES MONSENHOR COLEGIO
35119714,JOSE STRAVATI COLEGIO
23072741,JOVINIANO BARRETO COLEGIO MONSENHOR
35300895,JP ENSINO MEDIO CURSOS TECNICOS E CURSINHOS
33152470,JR COLEGIO LTDA
35299625,JULIO BOTELHO COLEGIO
35142359,JULIO MESQUITA COLEGIO
35106471,JULIO PEREIRA LOPES COLEGIO
35108509,JULIO VERNE CENTRO DE ESTUDOS
35110140,KENNEDY PRESIDENTE COLEGIO
35114078,KOELLE COLEGIO
35126299,KUARUP COLEGIO
35111485,L M P BURINI CENTRO DE APRENDIZAGEM
35130588,LA FONTAINE ESCOLA EDUCACAO INFANTIL E FUNDAMENTAL
35268173,LACORDAIRE COLEGIO ENSINO MEDIO
35438085,LAMARCK COLEGIO
35137388,LANTAGI COLEGIO ENSINO FUNDAMENTAL E MEDIO
35160222,LARANJAL COLEGIO DE ENS FUND E MEDIO
13102192,LATO SENSU IV
33192260,LATTOS COLEGIO E VESTIBULARES
13032020,LAVINIENSE ENSINO INTEGRADO E CE PINGO DE GENTE
35144678,LAZARO SILVA COLEGIO
35171360,LAZI COLEGIO
35808660,LC COLEGIO
35115642,LEBISTE COLEGIO
35165335,LECTUS COLEGIO
33195820,LEGACY SCHOOL DE NOVA IGUACU
33193070,LEGACY SCHOOL ILHA PURA
33196478,LEGACY SCHOOL JARDIM SULACAP
33199973,LEGACY SCHOOL MACAE
33187185,LEGACY SCHOOL RECREIO
33194688,LEGACY SCHOOL REGIAO OCEANICA
33192650,LEGACY SCHOOL VILA DA PENHA LTDA
35176230,LEME AMSTALDEN COLEGIO
35125799,LEONARDO DA VINCI COLEGIO
35136050,LEONARDO DA VINCI COLEGIO DE ENSINO FUNDAMENTAL E MEDIO
35108996,LEONOR MENDES DE BARROS DONA COLEGIO
35137595,LIBERE VIVERE COLEGIO DE ENSINO BASICO
35100183,LICEU CARVALHO PINTO EIFM
42140285,LICEU CATARINENSE DE ENSINO
35580466,LICEU CENTRO EDUCACIONAL DE CAPIVARI
35431436,LICEU CONTEMPORANEO ENSINO MEDIO
35103421,LICEU DE ARTES E OFICIOS DE SAO PAULO
28020049,LICEU DE ESTUDOS INTEGRADOS
22009256,LICEU DE PIRIPIRI
35173186,LICEU JARDIM
35063332,LICEU JOSE DE ALENCAR
33100977,LICEU MOLIERE
35166492,LICEU PAULO FREIRE
35388786,LICEU PORTINARI DE ENSINO MEDIO
33185000,LICEU SANTA MONICA
35110346,LICEU SANTISTA
35123377,LICEU SAO JOSE DO RIO PRETO COLEGIO
35110358,LICEU SAO PAULO
35125490,LICEU TERRAS DO ENGENHO EDUCACAO INFANTIL ENSINO FUNDAMENTAL E MEDIO
35358472,LICEUTECPROFESSOR ROBERTO PACHECO DE OLIVEIRA
35429570,LIDIA CRUZ COLEGIO
35802136,LILA ASSIS CENTRO EDUCACIONAL
35152473,LILIANA GONZAGA PROFA ESCOLA DE EF E EM
23267658,LIMA NOGUEIRA COLEGIO
35144997,LIMEIRENSE COLEGIO
35153126,LITTERATUS COLEGIO
33179999,LME 542 EMPREENDIMENTOS EDUCACIONAIS SS LTDA
41380649,LOANDA C EF M
41161750,LOBO IRATI C - EM
41158709,LOBO MED C - EM
35084128,LOGOS COLEGIO
31127868,LOGOS COLEGIO E CURSO - FORMACAO INTEGRAL
31316237,LOGOS COLEGIO E CURSO - FORMACAO INTEGRAL DE ENSINO FUNDAMENTAL - ANOS FINAIS E ENSINO MEDIO
33198233,LS ENSINO MARICA INTERCULTURAL LTDA NOME FANTASIA LEGACY SCHOOL MARICA
33081603,LUARTE A CASA DO CURUMIM MATRIZ
23073233,LUCE COLEGIO
41386965,LUIGI BERTAZZONI C IMIGEF M
35119507,LUIZ BIMBATTI PICCORRUXO COLEGIO
35113852,LUIZ DE QUEIROZ COLEGIO
35113268,LUIZ ROSA PROFESSOR ESCOLA
23185244,LUIZA TAVORA LTDA COLEGIO
35197828,LUMA CAROLINA COLEGIO
35151774,LUMBINI COLEGIO INTEGRADO
35143182,LUMEN COLEGIO
35150745,LUMEN COLEGIO
35160581,LUMEN COLEGIO
35169687,LUMEN COLEGIO
35136608,LUMEN VITAE COLEGIO
35132986,LUMIERE COLEGIO
35010100,LUMINOUS SOL EDUCACAO LTDA
35161007,LUX DEI COLEGIO
35431059,LUZ DO FUTURO EEIEF UNIDADE II
35172467,LYON CAMPINAS COLEGIO
50007904,MABE MODERNA ASSOCIACAO BRASILEIRA DE ENSINO MEDIO LTDA
35103861,MACKENZIE COLEGIO PRESBITERIANO
41130740,MADALENA SOFIA COL - EDUC INF-EF-EM
35133097,MAGISTRA COLEGIO
35160349,MAGNA VIDA ESCOLA
35140338,MAGNO COLEGIO
41162056,MAGNUS CEF M
35153801,MAHA DEI DE ESCOLA DESENVOLVIMENTO E EDUCACAO
35470259,MAIA COLEGIO
35151427,MAIS ASSIS
35364125,MAJORE PAULA COLEGIO
35139142,MANOEL DA NOBREGA IEMANO INSTITUTO EDUCACIONAL
35159897,MANOEL MORATTO COLEGIO
35111053,MANOEL PEDRO OLIVEIRA COMED ESCOLA POLITECNICA DE EM
41378245,MANOEL SOARESINST ED PASTOREIEFM
35430146,MAPLE BEAR CANADIAN SCHOOL MOGI DAS CRUZES
35010473,MAPLE BEAR JUNDIAI
35469300,MAPLE BEAR KLABIN
11049006,MAPLE BEAR PORTO VELHO
21273456,MAPLE BEAR SAO LUIS
41366069,MARCELINO BERALDO CEI EF M
35140824,MARCONI COLEGIO
41119304,MARIA AUGUSTA CEF M
23259159,MARIA ESTER 2 COLEGIO
35134338,MARIA IMACULADA COLEGIO
35430845,MARIA MAE EDUCADORA COLEGIO
29192480,MARIA RITA DA SILVA COSTA ME
35173685,MARTINS PENNA COLEGIO
35165311,MARUPIARA COLEGIO
35101898,MARY WARD COLEGIO
23245573,MASTER COLEGIO
23236051,MASTER COLEGIO
51036193,MASTER GENESIS ALVORADA
35173010,MASTER SOCIEDADE CIVIL COLEGIO
23269316,MASTER SUL COLEGIO
35121319,MATAO CENTRO DE EDUCACAO INTEGRAL IPG UNIDADE I E II
35118552,MATAO COLEGIO INTEGRADO DE
35108145,MATER AMABILIS COLEGIO
25133039,MATER COLEGIO E CURSO
41037855,MATER CONSOLATRIX CEI EF M
41025954,MATER DEI - COLEGIO ED INF ENS FUND E MEDIO
41024311,MATER DEI CEF M
23206373,MATHEUS CENTRO EDUCACIONAL SAO
35566706,MAX BENY MACENA COLEGIO ENSINO MEDIO
35495414,MAX COLEGIO
41032039,MAXI COL - EDUC INF ENS FUND E MED
32043325,MAXIME CENTRO EDUCACIONAL
35126123,MAXIMO COLEGIO
35116221,MAXIMO COLEGIO E UEEI TIA ZI
35125623,MAXIMUS COLEGIO
26156202,MD EDUCACIONAL- COLEGIO MADRE DE DEUS UNIDADE II
35431459,MDB SANTA MARIA
23074264,MEDICI INSTITUTO EDUCACIONAL PRESIDENTE
41406427,MEGA CEI EF M
35368015,MELLO DANTE COLEGIO ENSINO MEDIO
23199407,MENEZES E SOUSA COLEGIO
23269065,MENINO JESUS DE PRAGA COLEGIO
35124126,MENSAGEM COLEGIO
23274654,MERITHUS CENTRO EDUCACIONAL
35121435,MESON COLEGIO GALILEO GALILEI
35141483,MESQUITA COLEGIO
35803571,MESTRE COLEGIO
35170446,META COLEGIO
35185449,META LUX COLEGIO
35150548,METODO COLEGIO
35557961,METROPOLITANA ESCOLA
35154180,MEU CAMINHO CENTRO DE EDUCACAO
35120285,MIGUEL DE CERVANTES COLEGIO
35115162,MIGUEL NAYME CENTRO EDUCACIONAL
35152791,MILENIO INSTITUTO EDUCACIONAL
35152924,MILLENNIUM COLEGIO EEIFM
35151506,MIRANDA COLEGIO DE EIFM
41140931,MOBI DICK C CENTRO EDEI EF M
35165347,MOBILE COLEGIO
23275189,MODELO EDUCAR COLEGIO
35109502,MODULO COLEGIO
35118928,MODULO COLEGIO
35567863,MONACO COLEGIO
35290993,MONFORTE COLEGIO
35187537,MONTE CASTELO COLEGIO
35106380,MONTE MOR COLEGIO
35290415,MONTE SINAI COLEGIO
35168762,MONTEIRO ESCOLA DESENVOLVIMENTO INFANTIL E ENS FUNDAMENTAL
41376439,MONTEIRO LOBATO C EI EF M
41378709,MONTEIRO LOBATO CEI EF M
41144120,MONTEIRO LOBATO CEI EF M
35150022,MONTEIRO LOBATO COLEGIO
35152420,MONTEIRO LOBATO COLEGIO
35135744,MONTEIRO LOBATO COLEGIO
35811359,MONTEIRO LOBATO COLEGIO
35806572,MONTEIRO LOBATO COLEGIO FRANCA UNIDADE II
23064552,MONTEIRO LOBATO EDUCANDARIO
35367345,MONTEPELLIER SISTEMA EDUCACIONAL
35810356,MONTESSO COLEGIO
35189443,MORALES LOPES COLEGIO
35168622,MORIAH COLEGIO
35121721,MORUMBI DE ALPHAVILLE ESCOLA DE ENSINO FUNDAMENTAL
35568193,MORUMBI ESCOLA UNIDADE MOEMA
35124795,MORUMBI SUL COLEGIO
35114959,MOURA LACERDA COLEGIO UNIDADE I
35100213,MOYE PADRE COLEGIO
35288640,MULTIPLA ESCOLHA COLEGIO
27053717,MULTIPLO ESCOLA DE ENSINO FUNDAMENTAL E MEDIO LTDA
35165773,MULTIPLUS SCHOOL
41352726,MUNDIAL CEI EF M
24069140,MUNDIAL COLEGIO E CURSO LTDA
35802050,MUNDO ATUAL COLEGIO
35010251,MUNDO DO SABER UNIDADE II COLEGIO
35154507,MV COLEGIO
35176254,MVC COLEGIO DE PARAGUACU PAULISTA
33189617,MX EDUCACIONAL EIRELI
35142505,MZ TRILINGUAL SCHOOL
35810228,NACOES INSTITUTO EDUCACIONAL
35135586,NAHIM AHMAD COLEGIO
29103819,NANCI LIMA DE FREITAS E CIA LTDA
25117254,NATANAEL MUNIZ FALCAO FILHO
35188062,NATUREZA CENTRO EDUCACIONAL
35151026,NATUREZA ESCOLA
35179577,NAUTICO MOGIANO COLEGIO
43219713,NAVE-COLEGIO DO AMANHA
33200491,NDV EDUCACAO LTDA
35429673,NEC INSTITUTO EDUCACIONAL
35160490,NEC NUCLEO DE EDUCACAO CULTURA ENSINO FUNDAMENTAL E MEDIO
25129139,NEO GENESIS COLEGIO E CURSO
35135434,NEOLATINO COLEGIO
32063440,NEP NUCLEO EDUCACIONAL PIAGET
33186979,NES - NUCLEO DE EDUCACAO INFANTIL
35153217,NETWORK COLEGIO
35113086,NEXT COLEGIO
35143571,NICOLAU KERPEN COLEGIO
26170469,NIP - ESCOLA DE EDUCACAO APLICADA
35434361,NIPPO COLEGIO
35115848,NIVALDO SALCH STIPP PROF ESCOLAS INTEGRADAS
25128213,NM SERVICOS DE ENSINO FUNDAMENTAL LTDA
41145283,NOBEL CAYUA COLEGIO DE ENSINO MEDIO
41152450,NOBEL NOVO CENTRO C-EM
35118667,NOBILIS COLEGIO
35114236,NOMELINI CIRANDINHA COLEGIO
35106616,NOSSA SENHORA DA GLORIA COLEGIO MARISTA
35100171,NOSSA SENHORA DAS DORES COLEGIO
23186259,NOSSA SENHORA DAS GRACAS ESCOLA
35107116,NOSSA SENHORA DAS GRACAS ESCOLA
35104449,NOSSA SENHORA DAS GRACAS ESCOLA
35800089,NOSSA SENHORA DAS GRACAS INSTITUTO EDUCACIONAL COLEGIO
35107335,NOSSA SENHORA DAS MERCES COLEGIO MERCEDARIO
23161868,NOSSA SENHORA DE FATIMA COLEGIO
35109435,NOSSA SENHORA DE MISERICORDIA COLEGIO
35103697,NOSSA SENHORA DE SION COLEGIO
35258106,NOSSA SENHORA DO CARMO COLEGIO
35107190,NOSSA SENHORA DO ROSARIO COLEGIO
35101722,NOSSA SENHORA MENINA EXTERNATO
35101989,NOSSA SENHORA SAGRADO CORACAO EXTERNATO
41157982,NOSSA SRA DA CONCEICAO APARECIDA CEF M
41046056,NOSSA SRA MEDIANEIRA CEI EF M
50030116,NOTA 10 - UNIDADE GARCAS
50064827,NOTA 10 - UNIDADE MARACAJU
50031783,NOTA 10 INTERNACIONAL - UNIDADE GENERAL OSORIO
35110450,NOTRE DAME ESCOLA UNIDADE I
35158318,NOVA CACHOEIRINHA COLEGIO UNIDADE II
23267151,NOVA DIMENSAO COLEGIO
35811658,NOVA DIRETRIZ COLEGIO
35137546,NOVA ESTRELA GUIA ESCOLA UNIDADE I
41141024,NOVA GERACAO CEI EF M
35439526,NOVA GERACAO COLEGIO
35810575,NOVA GERACAO COLEGIO
35196976,NOVA GERACAO ESCOLA INTERNACIONAL
35811105,NOVA META COLEGIO
35144526,NOVA ODESSA COLEGIO EDUCACIONAL DE
35160234,NOVA VIDA ESCOLA
50060015,NOVAESCOLA
35100808,NOVE DE JULHO COLEGIO UNIDADE I
35369305,NOVO ALVO ESCOLA CRISTA DE EDUCACAO POR PRINCIPIOS
35467066,NOVO ANGLO BAURU
35439113,NOVO ANGLO JABOTICABAL ESCOLA
35173236,NOVO CICLO ESPACO EDUCACIONAL
35258143,NOVO COLEGIO SISTEMA DE ENSINO DE FRANCA LTDA
33199876,NOVO ENSINO COLEGIO E CURSO LTDA
41376455,NOVO ESPACO CEI EF M PROFI
35171487,NOVO ESPACO COLEGIO
41001249,NOVO HORIZONTE CEF M PROFIS
35119222,NOVO HORIZONTE COLEGIO
23236710,NOVO HORIZONTE COLEGIO
35808040,NOVO IDEAL CENTRO EDUCACIONAL
35165104,NOVO IDEAL COLEGIO
35805257,NOVOMUNDO COLEGIO
35159384,NOVOS CAMINHOS ESCOLA
28037723,NUCLEO AVANCADO DE ENSINO G8 LTDA
31278602,NUCLEO DE APRENDIZAGEM INTEGRAL
31264342,NUCLEO DE EDUC BOM PASTOR
16007735,NUCLEO DE EDUCACAO INTEGRADA - NEI
15163849,NUCLEO DE EDUCACAO PHYSICS LTDA
15114015,NUCLEO DE ENSINO PEQUENO PRINCIPE
15172732,NUCLEO DE ENSINO PROFISSIONAL DA AMAZONIA LTDA
31277185,NUCLEO EDUC BRAZ NETTO
15161625,NUCLEO EDUCACIONAL CRIATIVO
35139610,NUCLEO EDUCACIONAL FERRAZENSE
26105810,NUCLEO EDUCACIONAL MACHADO DE ASSIS
23251913,NUNES MORAES COLEGIO DE ENSINO FUNDAMENTAL E MEDIO CENTRO
35143736,O BOSQUE ENSINO FUNDAMENTAL E MEDIO
41046811,O CAMINHO C EI EF M
35119912,O FAROL COLEGIO
25056522,O PEQUENO DOUTOR
26177536,OASIS COLEGIO E CURSO
35141811,OBJETIVO ABC CEEFM UND 201
35132123,OBJETIVO ABC CENTRO EDUCACIONAL ENSINO MEDIO UNIDADE 104
35446221,OBJETIVO BERTIOGA BORACEIA UNIDADE II COLEGIO
35811191,OBJETIVO BERTIOGA COLEGIO
41385357,OBJETIVO C-EI EF M
35268562,OBJETIVO CAIEIRAS DE EDUCACAO INFANTIL E EDUC BASICA CO UNI
35119659,OBJETIVO CARAPICUIBA
35136888,OBJETIVO CENTRO EDUCACIONAL DE PRAIA GRANDE
35127115,OBJETIVO CENTRO EDUCACIONAL UNIDADE DE SAO CAETANO DO SUL
35811476,OBJETIVO CENTRO INTEGRADO DE EDUCACAO UNIDADE CAMPESTRE
35143200,OBJETIVO CENTRO INTERESCOLAR UNIDADE CANTAREIRA
35456731,OBJETIVO CENTRO INTERESCOLAR UNIDADE IPIRANGA
35103433,OBJETIVO CENTRO INTERESCOLAR UNIDADE PAULISTA
35132214,OBJETIVO CENTRO INTERESCOLAR UNIDADE PAZ
35140351,OBJETIVO CENTRO INTERESCOLAR UNIDADE POMPEIA
35120339,OBJETIVO CENTRO INTERESCOLAR UNIDADE VERGUEIRO
35165190,OBJETIVO CENTRO INTERESCOLAR UNIDADE XXVII
35158367,OBJETIVO COLEGIO
35267260,OBJETIVO COLEGIO
35140193,OBJETIVO COLEGIO
35118084,OBJETIVO COLEGIO DE CAMPINAS UNIDADE BARAO GERALDO
35133450,OBJETIVO COLEGIO I UNIDADE PINHEIROS
35399197,OBJETIVO COLEGIO INTEGRADO
35141367,OBJETIVO COLEGIO UNIDADE ALPHAVILLE
35131600,OBJETIVO COLEGIO UNIDADE CARAGUA
35131982,OBJETIVO DE CAMPINAS COLEGIO UNIDADE CAMBUI
35125313,OBJETIVO DE ITUVERAVA COLEGIO
35150034,OBJETIVO DE JAGUARIUNA
35174836,OBJETIVO DE SANTA BARBARA DOESTE COLEGIO
35809159,OBJETIVO DE SAO JOSE DO RIO PRETO COLEGIO
35139683,OBJETIVO DO LITORAL CENTRO EDUCACIONAL UNIDADE II
35481609,OBJETIVO DO LITORAL CENTRO EDUCACIONAL UNIDADE V
35154404,OBJETIVO DO LITORAL CENTRO EDUCACIONAL UNIDADE VI
35186259,OBJETIVO DO LITORAL CENTRO EDUCACIONAL UNIDADE VII
35290452,OBJETIVO DO LITORAL CENTRO EDUCACIONAL UNIDADE VIII
35196685,OBJETIVO EMBU DAS ARTES
35126974,OBJETIVO INTEGRADO DE MOGI DAS CRUZES COLEGIO
41389743,OBJETIVO JP PITANGA CEI EF M
35140995,OBJETIVO JUNIOR COLEGIO
35305674,OBJETIVO JUNIOR COLEGIO
35111132,OBJETIVO LEOPOLDO CESAR SOARES COLEGIO
35185383,OBJETIVO MAUA CENTRO EDUCACIONAL
35004360,OBJETIVO NHN DE ENSINO MEDIO UNIDADE MOCOCA
35450868,OBJETIVO SENIOR DE MOGI DAS CRUZES COLEGIO
35467765,OBJETIVO VILA INDUSTRIAL
35198959,OCTAGON COLEGIO
25127020,ODACY DE ANDRADE FREITAS SILVA
35103834,OFELIA FONSECA COLEGIO
35437153,OFICINA DO ESTUDANTE COLEGIO
15159060,OLIMPUS CENTRO DE ESTUDOS E FORMACAO
41027000,OLIMPUS COL- ENSINO FUNDAMENTAL E MEDIO
35293532,OLIVEIRA FERREIRA COLEGIO
35295188,OLIVEIRA GUIMARAES COLEGIO
35312101,OLIVEIRA NETTO COLEGIO
35806286,OLIVEIRA TELLES COLEGIO UNIDADE III
35805373,OLIVEIRAS COLEGIO
35385244,OMEGA COLEGIO ENSINO MEDIO
35803066,OMEGA COLEGIO II
35158732,ONIS COLEGIO
35104930,OPCAO COLEGIO TECNICO
41354818,OPCAO ESC EDUC INF ENS FUND MEDIO
26224658,OPVEST COLEGIO E CURSO
